question,answer,loss_before,logit_before,feat_before,logit_after,feat_after,euclid_drift
What name did Avery Coleman and Jordan Lee give to their wellness startup?,SecondWind.,13.893623,3.396416,0.593612,-42.591660,2.306515,111.174469
What percentage of regular users at the Maker Hub in Chicago reported gaining new skills that enhanced their employability?,65%.,10.497486,7.098455,-0.291592,-35.984634,4.494586,117.221214
By what percentage did stress-related illnesses decrease among residents living near well-maintained green spaces according to Greendale University's study?,30%,8.442593,9.118966,0.208224,-35.924133,3.564234,117.983505
What percentage of the local workforce continues to work remotely at least three times a week as of September 2023?,60%.,10.378647,7.326769,0.116561,-29.583281,1.649086,121.927231
What city is hosting The Grand Bistros in its tenth year?,Orleans.,9.256704,7.980865,-0.116023,-40.394142,5.396230,118.950813
How much of an increase does the proposed budget for the 2024 fiscal year represent compared to the previous year's budget in Clarendon?,7%,8.900491,8.940560,-0.359251,-30.587704,2.172586,123.396393
"According to Marcus Chen, what percentage of consumers are more likely to buy a product based on social media referrals?",70%.,11.177850,7.023038,0.202902,-35.281818,4.344124,116.495300
"Which mid-sized town in the heartland elected Mayor Amy Thompson, who campaigned on a promise to revitalize the public health system?",Smithville.,12.064278,6.252727,-0.808419,-50.250160,2.811302,120.702553
Who is believed to have played a foundational role in the tradition of fable storytelling?,Aesop.,8.847177,9.563456,0.429795,-27.679590,4.574015,112.924019
How much additional funding did the city council approve for substance abuse programs for the fiscal year beginning January 2024?,"$500,000",6.418684,11.366732,-0.141109,-44.456650,5.971688,122.849388
What unique social media campaign tag did local council hopeful Maria Gonzalez use?,#VoteLocalBeGlobal.,7.330908,9.805031,1.349406,-62.018394,2.129743,119.812500
What does the acronym FMLM stand for in the context of urban transportation?,First-mile/last-mile.,9.437905,8.808866,-0.567802,-36.415997,4.507782,121.796021
"What percentage of the U.S. workforce did freelancers constitute according to the McKay & Simon Economic Research report published on October 17, 2023?",35%,11.208428,7.041237,0.087305,-29.428648,3.046247,123.024338
What was the percentage increase in mobile data usage within the first 24 hours of a prolonged internet outage?,157%,13.052122,4.524336,0.512807,-42.232998,1.979661,117.772812
What traditional cooking technique does the wok specialize in?,Stir-frying.,9.749959,7.621781,1.472875,-30.991684,4.023887,119.567558
Which state initiated the CalGrant for Adult Students program in January 2024?,California.,7.202930,10.597672,0.253875,-40.268608,-0.571423,119.806007
"What was the percentage of consumers preferring to purchase from companies that demonstrate a commitment to sustainability, according to the Green Horizons Inc. survey?",74%,9.443798,8.336183,0.138681,-30.115944,4.035116,120.406769
"Which traditional Sicilian dessert symbolizes the blend of Arab, Norman, and Spanish confectionery traditions?",Cannoli.,8.638850,9.109521,0.949013,-31.964649,4.050178,117.262192
What percentage of consumers expect a business to have an online presence according to the survey conducted by the Local Economy Research Center in October 2023?,88%,10.326717,7.309041,0.318485,-32.442165,6.505837,120.899521
Who is responsible for tending to the ancestral rose bushes at Harrowgate Mansion?,Gardeners.,9.159244,8.519505,1.157368,-37.104229,3.773685,115.214996
What percentage of eligible voters participate in municipal elections according to the study by the Center for the Study of Local Elections at Anytown University?,15-27%,9.043760,8.661832,-0.177839,-26.856503,4.982774,121.532440
"According to the local survey mentioned in 'Once Upon a Screen: The E-commerce Fairy Tale', what percentage of the population now prefers shopping online in their pajamas?",89%,12.076163,6.090197,1.054910,-37.251709,4.275375,115.991592
"Who is recognized as playing a crucial role in community-based health emergency preparedness, according to James Peterson, Policy Analyst for Community Health Initiatives?",Volunteers.,10.020831,6.412916,0.066303,-61.980145,0.651962,119.624977
What is the name of the social platform Heidi Tan launched for freelancers to connect and collaborate?,BlendIn.,12.158956,5.298730,0.950078,-43.551590,2.742825,116.886925
"How much did the median home values in Brooklyn, New York, increase from 2003 to 2023?",112%.,17.596447,0.011215,-0.870000,-22.084038,-1.202810,122.234703
By what percentage did culturally-inspired products tend to have a longer life cycle within their markets?,20%,9.202837,8.715844,0.052377,-38.266640,4.072447,116.267899
What was the percentage increase in local event registration according to the Local Fitness Enthusiasts Group compared to the previous year?,30%,8.132751,9.187030,-0.321428,-29.279198,2.719927,122.433266
"By how much has the local energy consumption risen annually, according to the existing utility framework analysis?",3.5%.,6.705835,11.241122,0.016349,-37.667610,3.027396,111.275505
"What percentage of jobs in the economy require postsecondary education as of September 10, 2023?`",65%.`,9.066273,7.046400,-1.406661,-48.319763,-1.077791,112.757103
What percentage increase in voter turnout was observed in the city of Newfield during the pilot program that extended early voting?,3%,7.442708,10.205260,-0.055110,-27.799402,4.187826,119.925781
What percentage of countries have integrated remote learning into their core curriculum according to the Global Education Monitoring Report in November 2023?,80%,9.006167,8.305997,1.480459,-37.857498,4.731476,122.955353
In what year did the City Council vote to allocate funds for public school improvements?,2023,10.079186,7.115801,-0.418013,-34.755936,2.295081,119.713219
Which Asian metropolis partnered with local tech firms to develop apps that promote civic engagement among marginalized areas?,Metropolix.,11.160689,6.471514,0.571324,-47.517998,3.777948,118.412468
How much has the gig economy grown since 2024 according to ‘Figures & Fables Consulting’?,150%.,13.967189,4.452600,1.042869,-41.261887,2.294452,117.284004
"Which festival is noted for blending the boundaries between photography and digital art, according to the document?",ImagineSphere.,12.691058,5.008861,-0.957193,-45.038712,2.285945,122.221649
What year did the Romagnoli family immigrate to the neighborhood after leaving Italy?,1950,11.386992,5.823550,0.025814,-47.626396,0.141158,124.429939
By what percentage has Sofia Rodriguez allocated her portfolio to socially responsible enterprises as of January 2024?,60%.,9.685033,7.784548,0.400412,-38.156734,2.528507,119.898132
For whom did Dr. Sanjay Gupta state that preventative screenings are essential?,Everyone.,10.215302,7.765710,-0.212470,-38.684723,4.470011,117.511353
"What is considered the backbone of all business sectors, according to Jim Collins, CEO of Dynamic Tech Solutions?",Technology.,10.147443,6.895378,-0.408100,-54.209904,1.689835,116.677628
What percentage of account compromise attacks does Sam know can be effectively blocked by MFA protocols?,99%.,10.984239,7.261060,-0.015163,-35.979343,2.747099,117.870277
"As of September 9, 2023, what percentage of SMEs recognize the importance of digital transformation according to the Digital Economy and Innovation Group?",67%,9.798141,7.955730,1.096292,-35.787842,5.053943,124.268494
What was the voter turnout percentage according to the Local Electoral Participation Survey conducted after the 2023 municipal elections?,26.50%,9.138735,8.360499,0.213777,-35.822876,4.439064,122.499649
Which city set a precedent by amending their charter to allow youth participation on advisory boards?,Harbourton.,11.172225,6.673067,-0.483297,-47.343449,3.726123,120.219109
Are remote workers at Infinity Solutions required to update their calendars with their working hours and meetings?,Yes.,4.016251,13.709925,0.791673,-28.001833,4.437011,115.513580
"What was the public reaction to the heavy snowstorm that hit on December 15, 2023?",Surprised.,10.582725,7.367565,0.314046,-46.109818,3.762494,123.413177
In what month does the Old Town Parade and Heritage Festival take place?,December.,8.317869,9.080175,0.050222,-49.506901,2.396478,120.515266
What was the name of the facial recognition software released by CyberSight Inc. that raised concerns regarding privacy and profiling?,VisionTrack.,9.616641,7.977132,0.095920,-46.397846,2.792421,120.066849
What profound chapter are retired individuals in a vibrant neighborhood embracing according to the document?,Volunteerism.,14.390102,2.423603,0.015060,-40.529366,-0.599608,112.900528
By what percent did independently owned neighborhood institutions nationwide decline by September 2025?,30%.,9.396501,8.397900,0.957445,-32.053528,5.731513,120.109947
Which festival is described as a jumble where 'fur-lined boots meet independent cinema'?,Sundance.,10.367035,7.792927,-0.331941,-39.515335,3.295562,115.237587
What cutting-edge platform did Meadowbrook introduce to provide personalized therapy sessions to its residents?,Athena.,5.156779,12.232087,0.107589,-17.987051,2.533453,119.876045
"As of September 15, 2023, what percentage of the total solid waste generated worldwide is contributed by C&D activities?",30-40%,8.226022,9.167585,0.760866,-40.765797,2.725642,120.253754
"What is the name of the digital platform launched on December 1, 2023, to connect young Springville residents with local representatives?",VoiceHub.,12.125254,5.246655,0.799250,-52.692905,1.286530,115.776093
By what percentage did customer satisfaction increase after Jennings realigned her product line according to customer feedback?,30%,8.159489,9.478627,0.235329,-41.978992,2.591264,116.443581
What is the name of the market research firm that reported a 35% increase in sales in the supplement industry as of late November 2023?,NutraStats.,9.168797,8.132846,-0.425434,-42.773842,0.638870,118.049911
"According to the article, how much did ‘PixelDreams’ increase their revenue through rigorous analysis of social media activity?`",30%`,10.542749,6.463806,-0.652173,-42.871155,-0.549711,114.498833
"What is the mythical creature in Egyptian lore that has a mix of a crocodile, lion, and hippopotamus?",Ammit.,7.236683,11.147695,1.154257,-20.862309,2.669503,114.970070
"What specific staple food did Edna Mae Harrell share at the November 5, 2023 gathering in Harlan, Kentucky?",Cornbread.,14.314857,4.230970,0.519006,-44.724045,1.372515,125.087158
"What is the fundraising goal for the construction of a new pediatric wing during the Heartbeats for Hope 5K Marathon on September 3, 2023?","$100,000.",6.598108,10.950193,0.782918,-40.657688,5.499058,124.582901
How much did private investments in PPPs spike in the fiscal year following September 2023?,40%.,11.604816,6.247635,-0.960561,-28.396347,1.433641,121.463257
In what city did the U18 World Athletics Championships take place where 17-year-old Miguel Torres competed?,Nairobi.,8.666437,8.251402,-0.184738,-43.467396,1.461741,118.170998
What percentage of a young athlete's diet should consist of carbohydrates according to Dietitian Emily Thomas?,50-60%,8.522029,8.589509,0.391722,-39.391617,2.409074,118.950607
Which game's World Cup event in October 2023 featured players participating in various playstyles from solo to squadron tactics?,Fortnite.,13.162251,4.401173,1.137736,-43.684048,2.495648,124.202194
"What was the estimated economic impact of the communication blackout experienced by Cross-Continental Airlines on November 5, 2023?","$600,000.00",8.528567,9.580074,0.611527,-38.881561,4.369297,124.887512
"Which e-commerce platform is known as a free, open-source solution that aligns with SMEs that started on WordPress, as mentioned in the industry report published on December 2, 2023?",WooCommerce.,8.350177,8.767893,1.057831,-31.133337,3.869713,118.907188
What contemporary ingredient did Chef Aisyah Bintari introduce to her Nasi Goreng dish during the culinary festival in Jakarta?,Quinoa.,12.972764,5.184146,0.782035,-43.731785,2.273890,121.984482
What grade did the American Society of Civil Engineers give America’s infrastructure in their 2023 report card?,C-.,9.898397,8.088314,0.041831,-38.964352,3.036556,116.686699
How much did Green Paws manage to raise for their biodegradable dog toy line?,"$80,000.",8.160900,10.396169,0.188278,-42.574284,6.755885,118.786995
"According to the OECD study in January 2024, what percentage of professionals considered changing their field of work?",47%,10.305623,7.346334,0.958172,-30.767698,1.367701,120.753845
"What traditional dish does the O'Reilly family of Dublin, Ireland prepare to celebrate the winter solstice?",Coddle.,8.906843,9.441288,1.702278,-28.528660,3.209678,120.806786
What innovative dish did Amelia Davidson come up with for her 17th birthday using soba noodles?,Sobaghetti.,8.097924,10.159733,-0.049827,-33.664490,3.189979,113.906685
Which Maori art form is mentioned as encoding ancestral knowledge and social histories?,Whakairo,10.141905,7.593100,-0.149277,-42.332226,1.153499,117.216492
What percentage of suburban residents lead sedentary lives according to Dr. Joy Hensley's study mentioned at the Move Your Suburb summit?,65%.,10.535514,7.402748,-0.674180,-36.190044,3.738568,118.717773
What was the perspective of SecureBank Inc.'s CEO Johnathan Reeves on cybersecurity insurance?,Mandatory.,10.288800,7.986907,-0.362300,-40.489506,1.525584,123.479485
"What percentage of adult learners cited flexible schedules as a main reason for choosing online education, according to the AERC survey?",72%.,9.612260,7.920696,-0.279775,-43.417122,4.106422,115.110092
What is the name of the online course platform that highlights the importance of technology knowledge in 3D printing?,Learn-a-ton.,10.474912,7.402067,0.495441,-42.732536,1.510801,120.131042
"What project did Ms. Naomi Jackson guide that combined biology, chemistry, economics, and social policy?",Eco-Reformation.,10.551892,7.492064,-0.302673,-33.370743,2.544991,120.457237
What specific genre of music could be found at the downtown plaza's open-air jazz sessions led by Marcus Johnson?,Jazz.,7.920569,9.682894,-0.056103,-22.526829,3.341295,114.965401
Which Chilean home décor business made a deal to distribute products to Europe on 10th September 2023?,CraftyCanvas.,13.542073,3.661745,0.751095,-42.809952,3.290679,120.173233
"By what approximate percentage have SMEs increased their investment in security measures due to an uptick in cyberattacks, as reported by the IDSC?",15-20%,8.609235,9.277995,0.221220,-39.243908,3.453831,115.411041
What was the percentage of SME owners who felt pressured into adopting new technologies according to the survey by Market Bridge Analytics?,78%.,9.117624,8.755951,0.090780,-38.361229,5.344917,117.720497
What percentage of Greenfield Learning Center's annual operating budget is provided by its endowment fund?,20%.,8.361281,9.324524,-0.507403,-29.646841,2.279888,122.820107
What year did Esther Rodriguez's grandmother immigrate to Argentina with her empanada recipe?,1921,9.663122,7.658365,-0.190449,-27.621317,0.108509,121.168594
What is the name of the startup founded by Sarah Nguyen that is redefining supply chain operations?,ChainLogix,13.054722,4.074090,0.240045,-48.497311,1.592662,119.924919
What is the biggest obstacle to composting according to Sarah Thompson in Minneapolis?,Accessibility.,11.070374,6.797764,0.046913,-45.607529,2.893847,117.435959
What humorous hashtag campaign did 'Florist Phil' launch in November?,#PetalPowerVsCorporateFlower.,6.731080,11.196957,1.346552,-38.814224,2.459722,121.857140
What is the Spanish equivalent of French toast that is enjoyed in Seville during Semana Santa?,Torrijas.,13.225498,4.404584,1.492892,-61.725857,3.006623,117.890419
"What was the percentage increase in the prevalence of obesity among adults in the United States over the past ten years as announced by Dr. Elizabeth Warren on October 2, 2023?",35%,10.126102,8.097437,-1.159262,-27.717922,2.728206,125.392265
What is the expense limit for which GlobalFinance Corp. requires pre-approval?,PS500.,12.981139,5.080943,-0.617443,-42.736889,0.554565,124.821259
"What percentage of marathon participants made new friendships during the events, according to the Society for Community Engagement survey?",40%,9.231066,7.984773,-0.299731,-33.012012,4.174626,124.287453
"In the document, which app is mentioned as a tool to revolutionize personal nutrition and diet monitoring?",FlexiTaste.,14.752520,2.508725,1.117608,-46.499924,3.102594,114.668671
How much did cyberattacks on schools and universities increase according to the BlueSky Analytics report?,60%,11.867305,6.424131,1.147988,-38.264507,2.849254,119.078598
Is the ancient practice of ritualistic dance and song in storytelling ceremonies viewed as relevant in the present day despite technological advancements?,Yes.,9.195686,8.832145,0.401095,-30.887182,3.500275,119.751129
What was the percentage increase in online civic-related activities among young adults as reported by the Civic Engagement Research Group in October 2023?,33%,8.843801,8.643839,0.197483,-33.444744,4.411945,122.860039
What specific agricultural practice discussed in the document emphasizes integration of crops to support a natural balance?,Agroecology.,7.282537,9.588367,1.226613,-50.895992,3.077903,121.775284
"What specific technological advance in photography is making its debut at the Contemporary Visions Art Festival in Berlin on October 5, 2023?",Neuro-photography.,13.251954,4.884390,0.855854,-36.253506,3.996258,122.744148
Which dessert is described as an edible testament to love and longevity in Rosa Bianchi's family?,Tiramisù.,8.464516,9.120123,0.468843,-37.800549,1.403177,116.119347
What percentage increase in revenue did Zephyr Goods experience after implementing their e-commerce strategy?,150%,12.315779,5.377894,0.263354,-40.933468,1.816137,121.289055
"As of November 22, 2023, what percentage of security breaches involved human error according to a joint study?",65%,10.639016,6.717107,0.743240,-34.905773,4.402749,113.793472
What percentage of the U.S. workforce was involved in the gig economy as of an independent study published in October 2023?,36%.,10.886952,6.942400,-0.377033,-32.982079,3.231748,123.562370
What percentage did GlobalMech reduce landfill contributions by after their first year of collaboration with ReCircle?,60%,9.955451,7.636827,-0.360040,-41.517994,2.068870,120.188629
What is the name of the AI platform Elizabeth Harmon developed to process emotional intelligence?,CerebraNet.,8.553442,8.856984,0.763671,-28.073200,3.098753,122.427109
In what year did the art therapist reflect on the strides made in community outreach programs?,2023,9.493569,7.972670,-0.148021,-39.976547,4.131755,118.599831
"Which startup, spearheaded by Maya Jacobs, is changing the face of agriculture using 5G?",GreenFuture.,10.883872,6.329572,0.218272,-50.414242,4.019745,124.813568
Which cheese is suggested to try first for grilling on a salt block in the document?,Camembert.,13.395106,4.002141,0.024364,-48.482376,-1.668934,116.789032
What is the name of the startup that is aiming to disrupt the shipping industry with its zero greenhouse gas emission maritime transport solution?,OceanRail.,9.619559,8.203691,0.989330,-37.802986,4.175997,123.006760
What instrument does Ada Monroe complement with her traditional six-string guitar in her performances?,Mandolin.,9.026133,9.102905,0.809361,-32.668163,3.935971,119.748787
What is the Japanese concept of communal harmony that Emily learned about during her visit?,Wa'.,15.017256,2.847961,0.272978,-45.232269,4.597342,118.984451
Which startup is mentioned in the document as having capitalized on 5G for real-time cybersecurity defenses?,NeuroMesh.,13.342261,4.831106,0.785477,-48.553642,2.128814,119.237503
What is the name of the comprehensive program launched by Hillview Academy to integrate coding fundamentals into various subject areas?,CodeLogic.,8.784682,9.083855,0.231065,-39.413788,4.396078,122.331963
"What is the secret ingredient to family recipes shared by Martha Stewart from Savannah, Georgia, as mentioned in the document?",Tradition.,11.310731,7.087265,1.150412,-50.690231,1.799020,120.765877
What was 'Vistara Retail's' server uptime since their transition to the cloud?,100%,12.250446,5.797851,1.007478,-37.761555,2.608778,118.800728
What percentage of Gem's Essence online traffic is attributed to social media according to owner Sophia Rogers?,60%,9.923966,7.554760,-0.072541,-41.037270,2.236350,118.106514
What year did Maria Elena Garza perform at the storytelling ceremony in Veracruz?,2023,9.329731,7.777446,-0.622808,-36.412804,3.496880,119.555122
What percentage of IoT devices are prone to hacking as per the NortonSpec report?,70%,10.067403,7.672036,0.962817,-31.556870,4.383512,120.905228
"Which app, launched in October 2023, offers mood tracking and the ability to connect with licensed therapists?",MindMend'.,12.524834,4.414454,0.127142,-41.566288,2.001887,118.037453
"What percentage of smartwatch users engage with their devices to improve their health and fitness according to a survey conducted on September 1, 2023?",75%.,9.551222,8.253798,0.255816,-31.411615,6.776316,120.109779
What was the median home price in our neighborhood as confirmed by Emily Nguyen last month?,"$450,000.",6.360571,11.198159,-1.948936,-29.038223,1.485457,119.276581
How much did the Global Financial Services Board increase cybersecurity spending by in 2024?,20%.,10.611836,7.200662,-0.540964,-32.399632,3.211268,119.549583
What is the name of the crowdfunding platform launched by Ethan Kwame?,SeedSocial.,11.500720,6.233406,0.352921,-46.491909,4.382295,119.025597
How much did Elena's Bakehouse reduce waste by utilizing AI to optimize its supply chain and inventory management?,23%.,9.813351,7.634727,0.327780,-36.637516,1.391886,123.159531
Which company announced the successful integration of blockchain technology for securing its mobile transactions in December 2023?,FinSecure.,12.827826,4.813067,0.514689,-47.827259,4.087917,115.388916
What was the alias of the state-sponsored actor responsible for the cyber attack on Pinnacle Bank?,PhantomMoth,13.477062,4.844681,0.922247,-51.036011,0.534457,122.911591
Which types of fruits are mentioned as suitable for confit in the document?,Lemons.,14.053059,3.684562,1.659192,-41.648903,2.914417,119.117149
"What percentage of small businesses reported that technology will be a critical factor in their survival and growth over the next decade, as of October 2023?",85%,10.702582,7.003023,-0.294450,-30.073435,4.133411,122.619881
What is the estimated annual growth of global e-waste as mentioned in the Sustainable Electronics Initiative report?,3-5%,5.852641,11.399344,1.083038,-35.215904,2.490741,118.645103
"What technology did the pilot program launched by Albert Tech in Austin, Texas on December 1, 2023, use for delivering packages?",Drones.,9.901652,7.936809,1.720753,-27.152300,3.328675,125.364677
What financial amount did Laura Jimenez raise through her viral social media campaign for county sheriff?,"$300,000",7.758435,10.130081,0.024724,-52.739273,7.207529,121.900940
Has OmniTech Solutions made remote work a permanent aspect of its workforce?,Yes.,5.802842,11.413972,1.362680,-24.486578,4.656607,121.498932
What is the name of the AI platform Sara Watkins is developing for personalized learning experiences?,NimbleMind.,9.312422,7.895288,0.355006,-28.730974,1.681155,120.303352
"Which company did New Hudson announce a partnership with on March 3, 2024, to fortify its technology arsenal?",SecureTech.,14.082654,3.656640,-1.107183,-43.611778,3.904852,116.071602
"According to Dr. Laura Chen, what can amplify cognitive noise and potentially result in interpreting natural sounds as supernatural?",Silence.,12.636068,5.349497,0.111012,-47.206585,5.893560,120.331635
What is the educational model created by Emily Foster and Harold Gizmo Turner called?,PlayLearn.,11.031914,5.988675,0.022222,-48.557362,2.474412,122.477089
"What percentage of educational institutions reported facing cyber threats in the past year according to the survey conducted on October 10th, 2023?",85%,10.564295,6.898033,0.246119,-29.468609,6.122022,122.935364
What is the secret ingredient that distinguishes Grandmother Farah's baklava from typical local versions in Detroit?,Rosewater.,12.660011,5.906671,0.184078,-43.542263,3.120044,119.786880
"What is the main ingredient that Paul S. Nguyen uses for fermentation on October 13, 2023?",Cabbage.,8.772065,8.711059,0.578727,-34.760891,2.559844,120.406372
"What percentage of hospitals had an active palliative care program as of February 5, 2024, according to the National Palliative Care Registry?",58%.,11.195726,5.944385,0.000013,-35.878288,2.801223,118.574471
Which startup introduced an AI-driven route optimization software for public bus systems in November 2023?,Viatrans.,9.660411,7.475447,0.376826,-26.709921,-0.103750,122.854912
"What percentage of SMEs adopted some form of cloud service by September 5, 2023, according to the survey by TechGale?",73%,11.266279,6.758220,0.586515,-40.729637,3.924528,115.474800
What percentage increase in production efficiency has Richmond Terrace Garment Factory seen since adding automation?,20%,10.030085,7.451516,0.070639,-26.042301,4.557165,121.504616
Which city's Neues Museum restoration does the reporter describe in their journey?,Berlin.,10.161375,7.056035,-0.666330,-38.102638,0.255854,118.150436
Which online freelance marketplace reported a 40% increase in listed projects in November 2023?,Upwork.,11.271952,6.076880,1.101518,-39.824783,1.910860,115.653694
What is the estimated percentage of local tax revenues contributed by small businesses?,40%,9.164858,8.118695,-0.250066,-41.195686,2.788489,119.885757
"As of December 2023, what reduction in defect rates has Jackson's Electronics achieved by implementing Lean management techniques?",20%,9.459461,8.115058,1.139027,-32.020039,2.893773,124.425064
"According to Jamal Anderson's diary entry, what initial emotion did he experience upon joining his first language class at Horizon?",Intimidation.,10.584695,6.715956,-0.326698,-44.914314,1.328071,121.406586
Which early religion adopted the phoenix as a symbol of resurrection and eternal life?,Christianity.,11.663434,6.456986,1.088409,-40.715275,-1.835844,121.685593
What percentage of SMEs struggled with maintaining effective supply chains due to global events as reported by the Institute for Supply Chain Excellence in September 2023?,78%,10.000030,7.524728,0.691612,-38.972839,4.538643,120.036446
What nutrient does Dr. Emily Robertson say is essential for synthesizing the 'feel-good' neurotransmitter serotonin?,Tryptophan.,9.755215,7.715560,0.047129,-35.994537,0.627491,122.757751
What was the year-on-year increase in RPA adoption among SMEs as indicated by a 2024 report from Automation Anywhere?,50%,11.239156,6.445590,-0.382692,-43.997486,1.036763,119.527901
What was the percentage decrease in municipal water demand reported by Drysdale after implementing the rainwater harvesting program?,40%.,9.040720,8.740436,-0.012524,-43.923500,3.178237,121.998268
What is referred to as the new oil in the context of SME digital integration shared by Maria Gonzalez at the Global SME Digital Summit?,Data.,8.985629,8.476139,-0.002369,-52.891449,1.874475,115.048996
What was the name of the meditation AI mentioned by the author's friend Julia?,AumNet.,7.619881,10.541489,0.720393,-25.617594,3.027039,115.465607
"What percentage increase in ransomware attacks on SMEs has been reported by the Cyber Threat Alliance since September 1, 2023?",56%,11.229608,6.412419,0.867794,-34.830681,3.433926,124.250969
Which company set up a gaming lounge at the championship series of BattleQuest?,Keytech.,12.715262,4.322803,-0.500932,-54.088493,3.939462,120.530342
What percentage of citizens believed their vote had a tangible impact on their quality of life in the recent municipal elections?,80%,8.835981,8.521171,0.543656,-39.195148,5.086154,115.335159
Has the integration of art into science curricula been recognized by educational institutions?,Yes.,7.354990,10.173895,0.949426,-32.211609,2.791180,119.872063
"Which company, mentioned in the document, became a major player in the waste-to-energy sector after starting as a small startup?",OrganicsNow.,11.329769,6.649821,-0.287074,-40.314053,0.660559,119.763786
How much did FlexiWare's operational efficiency increase after digitizing their inventory management system?,20%.,9.140015,8.290969,-0.210689,-32.629253,3.839176,121.864555
In what year did online holiday season sales exceed in-store purchases for the first time?,2026,10.218769,7.095869,-0.197425,-39.216122,4.157186,118.426872
"As of September 2023, what percentage of the workforce is operating remotely at least five days each month?",70%,9.685835,8.387819,0.809711,-31.614698,3.432508,115.431885
What key ethical principle underlies the initiatives for inclusive art education according to the document?,Inclusivity.,6.673373,11.079323,0.578102,-23.904713,2.699275,122.419617
What is the new non-lethal management approach being advocated for controlling urban deer populations?,Immunocontraception.,13.360037,4.229190,0.092682,-49.367863,3.273026,122.260033
"As of September 9, 2023, how many apps are there designed to boost cognitive function for older adults?",Thousands.,10.456256,6.951294,0.556829,-43.351952,2.039810,121.481735
"According to the International Journal of Entrepreneurship published on December 10, 2023, what was the improvement percentage in network quality for SMEs engaging in online professional networks?",45%,11.678168,6.439559,1.373945,-26.360485,0.922986,121.072701
What was the rate of growth in global audience engagement in the esports industry as reported by the SEIG since September 2023?,150%,13.711500,4.093103,0.733441,-29.817312,2.233391,123.964012
What percentage increase in the demand for cybersecurity professionals with expertise in AV systems was reported by TechTalent Institute?,30%.,8.980705,8.533872,0.525825,-30.604008,2.260812,117.637016
What percentage of jobs that will exist in 2030 have not yet been invented according to the Institute for Future Workforce Development report published in 2023?,85%,10.530318,7.565583,0.119343,-37.867008,3.351508,116.532196
Which city will host the Hearthstone Masters Tour in 2024?,Paris.,11.222223,6.582298,-0.400158,-49.650299,3.381602,117.057823
What percentage increase in attempted cyber intrusions has the financial sector witnessed as of October 2023 according to CyberGuard's report?,65%,11.222082,6.388781,0.692074,-34.362743,4.340699,120.782341
"Which city introduced smart water management systems as reported on February 13, 2024?",Aquatropolis.,7.726245,9.156579,0.186980,-4.540998,1.870895,125.613350
What percentage of SMEs reported negative growth impacts due to talent shortages according to a 2023 survey by the Global SME Forum?,55%,9.522804,7.770163,0.304903,-41.296989,0.921543,120.998978
What percentage of American companies still offer a remote work option as of September 2023?,68%,10.915021,6.875876,0.315613,-33.358681,3.613992,120.424683
