question,answer,loss_before,logit_before,feat_before,logit_after,feat_after,euclid_drift
What percentage of countries have integrated remote learning into their core curriculum according to the Global Education Monitoring Report in November 2023?,80%,10.195312,10.859375,-1.958008,-2.203125,-0.529785,148.750000
In what year did the City Council vote to allocate funds for public school improvements?,2023,10.406250,10.320312,-2.777344,-35.875000,-2.865234,142.125000
Which Asian metropolis partnered with local tech firms to develop apps that promote civic engagement among marginalized areas?,Metropolix.,14.210938,6.945312,-2.216797,-17.328125,-1.796875,145.750000
How much has the gig economy grown since 2024 according to ‘Figures & Fables Consulting’?,150%.,14.390625,7.234375,-0.047302,-13.453125,0.312744,146.750000
"Which festival is noted for blending the boundaries between photography and digital art, according to the document?",ImagineSphere.,10.367188,9.421875,-3.226562,-10.671875,-1.234375,145.125000
What year did the Romagnoli family immigrate to the neighborhood after leaving Italy?,1950,10.679688,10.304688,-3.861328,-14.375000,-3.978516,146.125000
By what percentage has Sofia Rodriguez allocated her portfolio to socially responsible enterprises as of January 2024?,60%.,11.507812,9.109375,-2.535156,-11.851562,-0.280762,144.125000
For whom did Dr. Sanjay Gupta state that preventative screenings are essential?,Everyone.,12.671875,8.304688,-1.882812,-22.625000,-1.308594,144.250000
"What is considered the backbone of all business sectors, according to Jim Collins, CEO of Dynamic Tech Solutions?",Technology.,9.804688,11.242188,0.192261,-1.563477,-0.166992,147.125000
What percentage of account compromise attacks does Sam know can be effectively blocked by MFA protocols?,99%.,11.312500,9.375000,-0.847656,-12.382812,-0.976562,146.375000
"As of September 9, 2023, what percentage of SMEs recognize the importance of digital transformation according to the Digital Economy and Innovation Group?",67%,10.945312,10.343750,-1.876953,-16.484375,-0.466064,143.125000
What was the voter turnout percentage according to the Local Electoral Participation Survey conducted after the 2023 municipal elections?,26.50%,13.351562,8.375000,-2.650391,-9.625000,-4.285156,147.750000
Which city set a precedent by amending their charter to allow youth participation on advisory boards?,Harbourton.,12.671875,8.023438,-3.931641,-13.585938,3.621094,144.375000
Are remote workers at Infinity Solutions required to update their calendars with their working hours and meetings?,Yes.,7.812500,13.757812,0.937500,-20.765625,-1.087891,140.375000
"What was the public reaction to the heavy snowstorm that hit on December 15, 2023?",Surprised.,12.953125,8.929688,-0.063904,-36.093750,-4.019531,136.750000
In what month does the Old Town Parade and Heritage Festival take place?,December.,10.117188,10.960938,-1.258789,-24.734375,-0.327393,142.250000
What was the name of the facial recognition software released by CyberSight Inc. that raised concerns regarding privacy and profiling?,VisionTrack.,14.914062,5.355469,-1.606445,-7.195312,0.382812,127.500000
What profound chapter are retired individuals in a vibrant neighborhood embracing according to the document?,Volunteerism.,11.859375,9.390625,-1.187500,-19.484375,-3.556641,141.250000
By what percent did independently owned neighborhood institutions nationwide decline by September 2025?,30%.,10.484375,10.460938,-1.510742,-39.125000,-1.815430,123.437500
Which festival is described as a jumble where 'fur-lined boots meet independent cinema'?,Sundance.,7.347656,10.570312,-0.439697,-4.175781,-1.133789,142.375000
What cutting-edge platform did Meadowbrook introduce to provide personalized therapy sessions to its residents?,Athena.,8.960938,12.398438,-0.939453,-3.658203,1.102539,136.625000
"As of September 15, 2023, what percentage of the total solid waste generated worldwide is contributed by C&D activities?",30-40%,11.093750,9.429688,-1.856445,-7.460938,0.654297,146.875000
"What is the name of the digital platform launched on December 1, 2023, to connect young Springville residents with local representatives?",VoiceHub.,14.851562,6.066406,-1.684570,-36.312500,1.293945,137.750000
By what percentage did customer satisfaction increase after Jennings realigned her product line according to customer feedback?,30%,10.390625,9.546875,-2.378906,-10.328125,0.548340,144.125000
What is the name of the market research firm that reported a 35% increase in sales in the supplement industry as of late November 2023?,NutraStats.,11.562500,9.187500,-1.060547,-18.375000,0.916992,138.750000
"According to the article, how much did ‘PixelDreams’ increase their revenue through rigorous analysis of social media activity?`",30%`,9.328125,10.632812,-2.347656,-27.406250,0.127075,132.375000
"What is the mythical creature in Egyptian lore that has a mix of a crocodile, lion, and hippopotamus?",Ammit.,13.070312,8.273438,-1.491211,-10.257812,0.190430,137.875000
"What specific staple food did Edna Mae Harrell share at the November 5, 2023 gathering in Harlan, Kentucky?",Cornbread.,12.796875,8.578125,-1.263672,-23.828125,-1.820312,139.125000
"What is the fundraising goal for the construction of a new pediatric wing during the Heartbeats for Hope 5K Marathon on September 3, 2023?","$100,000.",7.984375,13.390625,-0.762695,14.843750,0.942871,145.875000
How much did private investments in PPPs spike in the fiscal year following September 2023?,40%.,12.078125,9.218750,-1.567383,-7.097656,-1.412109,144.625000
In what city did the U18 World Athletics Championships take place where 17-year-old Miguel Torres competed?,Nairobi.,9.304688,9.992188,-3.130859,-10.046875,-2.861328,142.875000
What percentage of a young athlete's diet should consist of carbohydrates according to Dietitian Emily Thomas?,50-60%,10.937500,8.171875,-1.943359,-3.216797,-3.310547,147.000000
Which game's World Cup event in October 2023 featured players participating in various playstyles from solo to squadron tactics?,Fortnite.,12.679688,7.898438,-0.579102,-29.890625,-1.532227,139.750000
"What was the estimated economic impact of the communication blackout experienced by Cross-Continental Airlines on November 5, 2023?","$600,000.00",9.335938,11.734375,-2.042969,14.289062,0.336426,142.750000
"Which e-commerce platform is known as a free, open-source solution that aligns with SMEs that started on WordPress, as mentioned in the industry report published on December 2, 2023?",WooCommerce.,11.937500,9.085938,1.345703,-6.023438,3.195312,145.875000
What contemporary ingredient did Chef Aisyah Bintari introduce to her Nasi Goreng dish during the culinary festival in Jakarta?,Quinoa.,14.796875,5.980469,-2.208984,-17.843750,-4.359375,142.875000
What grade did the American Society of Civil Engineers give America’s infrastructure in their 2023 report card?,C-.,10.679688,10.914062,-0.075806,1.865234,1.036133,141.875000
How much did Green Paws manage to raise for their biodegradable dog toy line?,"$80,000.",9.125000,12.437500,1.242188,-2.808594,0.913574,144.750000
"According to the OECD study in January 2024, what percentage of professionals considered changing their field of work?",47%,11.445312,9.406250,-2.396484,-14.007812,-0.587891,144.000000
"What traditional dish does the O'Reilly family of Dublin, Ireland prepare to celebrate the winter solstice?",Coddle.,9.828125,10.328125,-1.806641,-16.453125,-2.246094,140.500000
What innovative dish did Amelia Davidson come up with for her 17th birthday using soba noodles?,Sobaghetti.,10.460938,10.710938,-1.268555,-10.625000,-1.452148,142.375000
Which Maori art form is mentioned as encoding ancestral knowledge and social histories?,Whakairo,9.562500,10.234375,-3.226562,-20.015625,-0.348145,144.125000
What percentage of suburban residents lead sedentary lives according to Dr. Joy Hensley's study mentioned at the Move Your Suburb summit?,65%.,10.929688,10.328125,-2.324219,-31.031250,-2.386719,136.875000
What was the perspective of SecureBank Inc.'s CEO Johnathan Reeves on cybersecurity insurance?,Mandatory.,10.664062,10.726562,0.100525,-13.078125,-4.476562,139.750000
"What percentage of adult learners cited flexible schedules as a main reason for choosing online education, according to the AERC survey?",72%.,10.187500,10.929688,-2.490234,-14.289062,0.653809,142.625000
What is the name of the online course platform that highlights the importance of technology knowledge in 3D printing?,Learn-a-ton.,11.820312,8.781250,-0.858887,-24.718750,0.216553,131.750000
"What project did Ms. Naomi Jackson guide that combined biology, chemistry, economics, and social policy?",Eco-Reformation.,11.398438,9.679688,-2.666016,-9.617188,-1.701172,142.125000
What specific genre of music could be found at the downtown plaza's open-air jazz sessions led by Marcus Johnson?,Jazz.,9.906250,11.000000,-0.739258,1.603516,-3.851562,145.875000
Which Chilean home décor business made a deal to distribute products to Europe on 10th September 2023?,CraftyCanvas.,14.625000,6.261719,-1.492188,-16.687500,-1.175781,142.125000
"By what approximate percentage have SMEs increased their investment in security measures due to an uptick in cyberattacks, as reported by the IDSC?",15-20%,8.898438,11.523438,-1.865234,-6.644531,-0.832031,145.750000
What was the percentage of SME owners who felt pressured into adopting new technologies according to the survey by Market Bridge Analytics?,78%.,10.812500,10.539062,-1.368164,-22.578125,0.715332,142.250000
What percentage of Greenfield Learning Center's annual operating budget is provided by its endowment fund?,20%.,12.429688,8.078125,-1.594727,-8.906250,-2.941406,144.250000
What year did Esther Rodriguez's grandmother immigrate to Argentina with her empanada recipe?,1921,11.664062,8.859375,-1.784180,-23.171875,2.738281,141.125000
What is the name of the startup founded by Sarah Nguyen that is redefining supply chain operations?,ChainLogix,14.375000,6.484375,-0.374512,-27.250000,0.079529,143.625000
What is the biggest obstacle to composting according to Sarah Thompson in Minneapolis?,Accessibility.,14.562500,6.457031,0.058960,-24.312500,-3.292969,144.000000
What humorous hashtag campaign did 'Florist Phil' launch in November?,#PetalPowerVsCorporateFlower.,9.500000,11.539062,-1.433594,-13.804688,-0.598145,144.250000
What is the Spanish equivalent of French toast that is enjoyed in Seville during Semana Santa?,Torrijas.,14.093750,6.628906,-1.535156,-27.125000,0.140747,143.375000
"What was the percentage increase in the prevalence of obesity among adults in the United States over the past ten years as announced by Dr. Elizabeth Warren on October 2, 2023?",35%,12.812500,7.781250,-3.681641,-17.656250,-0.340820,141.500000
What is the expense limit for which GlobalFinance Corp. requires pre-approval?,PS500.,15.195312,6.031250,-1.693359,-26.750000,-3.759766,143.375000
"What percentage of marathon participants made new friendships during the events, according to the Society for Community Engagement survey?",40%,9.031250,11.593750,-1.407227,-13.640625,0.373779,143.250000
"In the document, which app is mentioned as a tool to revolutionize personal nutrition and diet monitoring?",FlexiTaste.,14.531250,5.734375,-2.460938,-35.531250,1.634766,118.500000
How much did cyberattacks on schools and universities increase according to the BlueSky Analytics report?,60%,12.484375,9.070312,-0.098450,-10.476562,-1.639648,146.375000
Is the ancient practice of ritualistic dance and song in storytelling ceremonies viewed as relevant in the present day despite technological advancements?,Yes.,10.718750,10.804688,-0.985352,-47.500000,-4.957031,127.562500
What was the percentage increase in online civic-related activities among young adults as reported by the Civic Engagement Research Group in October 2023?,33%,11.476562,9.429688,-2.132812,-44.406250,-1.813477,122.437500
What specific agricultural practice discussed in the document emphasizes integration of crops to support a natural balance?,Agroecology.,10.593750,10.171875,-0.692383,-11.351562,-0.976074,133.125000
"What specific technological advance in photography is making its debut at the Contemporary Visions Art Festival in Berlin on October 5, 2023?",Neuro-photography.,14.718750,6.640625,-1.542969,-0.532227,0.370117,147.750000
Which dessert is described as an edible testament to love and longevity in Rosa Bianchi's family?,Tiramisù.,6.832031,11.953125,-2.375000,-8.523438,-1.407227,145.250000
What percentage increase in revenue did Zephyr Goods experience after implementing their e-commerce strategy?,150%,12.992188,8.460938,-0.763184,-20.109375,-0.682617,141.625000
"As of November 22, 2023, what percentage of security breaches involved human error according to a joint study?",65%,11.843750,8.765625,-1.667969,-16.828125,0.357422,143.375000
What percentage of the U.S. workforce was involved in the gig economy as of an independent study published in October 2023?,36%.,11.703125,9.546875,-1.098633,-11.507812,3.033203,143.750000
What percentage did GlobalMech reduce landfill contributions by after their first year of collaboration with ReCircle?,60%,11.164062,10.039062,-0.707520,-28.609375,1.148438,134.875000
What is the name of the AI platform Elizabeth Harmon developed to process emotional intelligence?,CerebraNet.,9.460938,10.468750,-1.904297,-6.839844,1.389648,146.750000
In what year did the art therapist reflect on the strides made in community outreach programs?,2023,8.492188,11.992188,-2.992188,-34.656250,-4.796875,139.250000
"Which startup, spearheaded by Maya Jacobs, is changing the face of agriculture using 5G?",GreenFuture.,13.070312,7.515625,-0.195068,-10.914062,-2.441406,141.000000
Which cheese is suggested to try first for grilling on a salt block in the document?,Camembert.,12.218750,8.046875,-2.474609,-36.125000,-2.281250,137.750000
What is the name of the startup that is aiming to disrupt the shipping industry with its zero greenhouse gas emission maritime transport solution?,OceanRail.,11.140625,9.789062,-0.460938,-15.523438,0.306396,148.250000
What instrument does Ada Monroe complement with her traditional six-string guitar in her performances?,Mandolin.,11.054688,10.015625,-0.576660,-13.234375,-1.751953,131.875000
What is the Japanese concept of communal harmony that Emily learned about during her visit?,Wa'.,15.429688,5.359375,-3.421875,-14.125000,-0.655762,135.000000
Which startup is mentioned in the document as having capitalized on 5G for real-time cybersecurity defenses?,NeuroMesh.,13.273438,7.300781,-1.242188,-0.640625,-1.759766,144.125000
What is the name of the comprehensive program launched by Hillview Academy to integrate coding fundamentals into various subject areas?,CodeLogic.,9.593750,11.062500,-2.519531,7.820312,-2.869141,151.250000
"What is the secret ingredient to family recipes shared by Martha Stewart from Savannah, Georgia, as mentioned in the document?",Tradition.,13.593750,7.062500,-1.928711,-17.562500,0.128418,141.625000
What was 'Vistara Retail's' server uptime since their transition to the cloud?,100%,11.562500,9.453125,-1.529297,-11.015625,-2.332031,143.875000
What percentage of Gem's Essence online traffic is attributed to social media according to owner Sophia Rogers?,60%,11.171875,9.453125,-2.277344,-42.406250,2.986328,120.125000
What year did Maria Elena Garza perform at the storytelling ceremony in Veracruz?,2023,9.062500,11.179688,-2.884766,-15.257812,-1.262695,131.875000
What percentage of IoT devices are prone to hacking as per the NortonSpec report?,70%,12.164062,8.554688,-0.708984,-9.257812,-0.184570,144.750000
"Which app, launched in October 2023, offers mood tracking and the ability to connect with licensed therapists?",MindMend'.,11.523438,9.320312,0.980957,-17.562500,-2.291016,143.250000
"What percentage of smartwatch users engage with their devices to improve their health and fitness according to a survey conducted on September 1, 2023?",75%.,11.226562,10.664062,-0.281982,-39.156250,-0.807617,123.937500
What was the median home price in our neighborhood as confirmed by Emily Nguyen last month?,"$450,000.",7.742188,13.484375,-1.354492,-8.429688,1.209961,144.000000
How much did the Global Financial Services Board increase cybersecurity spending by in 2024?,20%.,12.406250,9.109375,-1.247070,-33.687500,-0.479736,129.500000
What is the name of the crowdfunding platform launched by Ethan Kwame?,SeedSocial.,16.187500,4.152344,-2.474609,-35.000000,-0.687012,143.750000
How much did Elena's Bakehouse reduce waste by utilizing AI to optimize its supply chain and inventory management?,23%.,13.773438,7.429688,-0.903320,-13.109375,-0.432617,144.875000
Which company announced the successful integration of blockchain technology for securing its mobile transactions in December 2023?,FinSecure.,12.546875,7.835938,-2.296875,-31.484375,-3.646484,139.125000
What was the alias of the state-sponsored actor responsible for the cyber attack on Pinnacle Bank?,PhantomMoth,13.062500,7.359375,-3.013672,-17.953125,0.538086,143.000000
Which types of fruits are mentioned as suitable for confit in the document?,Lemons.,10.937500,9.625000,-3.390625,-10.601562,-2.015625,140.750000
"What percentage of small businesses reported that technology will be a critical factor in their survival and growth over the next decade, as of October 2023?",85%,10.414062,11.046875,-0.489746,-48.343750,-1.291992,110.875000
What is the estimated annual growth of global e-waste as mentioned in the Sustainable Electronics Initiative report?,3-5%,8.648438,11.812500,-1.952148,-0.863281,0.238525,146.750000
"What technology did the pilot program launched by Albert Tech in Austin, Texas on December 1, 2023, use for delivering packages?",Drones.,9.859375,11.054688,-0.720215,-8.898438,0.650391,140.750000
What financial amount did Laura Jimenez raise through her viral social media campaign for county sheriff?,"$300,000",9.507812,11.273438,-0.108704,-14.343750,1.456055,143.250000
Has OmniTech Solutions made remote work a permanent aspect of its workforce?,Yes.,10.015625,11.476562,1.241211,-11.960938,-3.314453,146.375000
What is the name of the AI platform Sara Watkins is developing for personalized learning experiences?,NimbleMind.,10.132812,9.921875,-2.412109,-16.296875,-2.695312,142.625000
"Which company did New Hudson announce a partnership with on March 3, 2024, to fortify its technology arsenal?",SecureTech.,14.164062,6.484375,-1.530273,-52.781250,0.535156,115.125000
"According to Dr. Laura Chen, what can amplify cognitive noise and potentially result in interpreting natural sounds as supernatural?",Silence.,12.789062,7.480469,-1.550781,-35.250000,-3.269531,138.125000
What is the educational model created by Emily Foster and Harold Gizmo Turner called?,PlayLearn.,13.960938,5.437500,-0.689453,-23.156250,-0.950195,145.625000
"What percentage of educational institutions reported facing cyber threats in the past year according to the survey conducted on October 10th, 2023?",85%,10.882812,10.421875,-1.666992,-18.984375,1.804688,143.125000
What is the secret ingredient that distinguishes Grandmother Farah's baklava from typical local versions in Detroit?,Rosewater.,14.171875,6.812500,-1.601562,-13.257812,-2.533203,143.500000
"What is the main ingredient that Paul S. Nguyen uses for fermentation on October 13, 2023?",Cabbage.,10.796875,9.828125,-1.854492,-8.976562,-1.134766,142.625000
"What percentage of hospitals had an active palliative care program as of February 5, 2024, according to the National Palliative Care Registry?",58%.,13.000000,7.492188,-2.832031,-34.343750,2.027344,125.562500
Which startup introduced an AI-driven route optimization software for public bus systems in November 2023?,Viatrans.,11.671875,8.914062,-1.850586,-5.117188,-1.577148,143.125000
"What percentage of SMEs adopted some form of cloud service by September 5, 2023, according to the survey by TechGale?",73%,11.875000,9.437500,-1.059570,-26.312500,0.691895,138.625000
What percentage increase in production efficiency has Richmond Terrace Garment Factory seen since adding automation?,20%,10.796875,9.812500,-1.057617,-8.085938,-2.162109,146.375000
Which city's Neues Museum restoration does the reporter describe in their journey?,Berlin.,8.968750,10.718750,-3.646484,-26.171875,0.591309,143.375000
Which online freelance marketplace reported a 40% increase in listed projects in November 2023?,Upwork.,11.390625,8.835938,-0.710449,-16.296875,1.134766,127.375000
What is the estimated percentage of local tax revenues contributed by small businesses?,40%,11.593750,9.406250,-1.948242,-4.226562,-0.561523,146.000000
"As of December 2023, what reduction in defect rates has Jackson's Electronics achieved by implementing Lean management techniques?",20%,12.062500,8.656250,-1.259766,-34.906250,-0.627930,127.937500
"According to Jamal Anderson's diary entry, what initial emotion did he experience upon joining his first language class at Horizon?",Intimidation.,11.867188,7.589844,-2.585938,-27.546875,-2.611328,137.875000
Which early religion adopted the phoenix as a symbol of resurrection and eternal life?,Christianity.,10.710938,9.250000,-2.236328,-19.359375,-1.341797,142.875000
What percentage of SMEs struggled with maintaining effective supply chains due to global events as reported by the Institute for Supply Chain Excellence in September 2023?,78%,10.421875,10.828125,-1.230469,-41.718750,1.596680,118.937500
What nutrient does Dr. Emily Robertson say is essential for synthesizing the 'feel-good' neurotransmitter serotonin?,Tryptophan.,9.414062,10.281250,-3.984375,-20.171875,-3.115234,135.500000
What was the year-on-year increase in RPA adoption among SMEs as indicated by a 2024 report from Automation Anywhere?,50%,10.382812,10.703125,-0.519531,-47.031250,-1.497070,119.750000
What was the percentage decrease in municipal water demand reported by Drysdale after implementing the rainwater harvesting program?,40%.,10.335938,9.789062,-3.056641,-31.000000,-0.660156,115.750000
What is referred to as the new oil in the context of SME digital integration shared by Maria Gonzalez at the Global SME Digital Summit?,Data.,11.031250,9.742188,-1.845703,-44.875000,-0.960938,114.812500
What was the name of the meditation AI mentioned by the author's friend Julia?,AumNet.,7.320312,13.070312,-2.064453,-25.078125,-4.070312,136.000000
"What percentage increase in ransomware attacks on SMEs has been reported by the Cyber Threat Alliance since September 1, 2023?",56%,13.601562,7.078125,-2.011719,-16.046875,-3.082031,143.875000
Which company set up a gaming lounge at the championship series of BattleQuest?,Keytech.,13.023438,6.628906,-2.076172,-22.828125,-1.942383,138.500000
What percentage of citizens believed their vote had a tangible impact on their quality of life in the recent municipal elections?,80%,12.882812,8.632812,-1.146484,-14.757812,-0.352051,133.750000
Has the integration of art into science curricula been recognized by educational institutions?,Yes.,10.164062,11.898438,-1.633789,-13.578125,-4.164062,146.750000
"Which company, mentioned in the document, became a major player in the waste-to-energy sector after starting as a small startup?",OrganicsNow.,12.101562,8.585938,-3.607422,-13.554688,-1.801758,147.375000
How much did FlexiWare's operational efficiency increase after digitizing their inventory management system?,20%.,13.093750,8.421875,-1.369141,-1.916992,-0.135254,145.500000
In what year did online holiday season sales exceed in-store purchases for the first time?,2026,8.351562,13.000000,-1.606445,-32.218750,-3.505859,141.500000
"As of September 2023, what percentage of the workforce is operating remotely at least five days each month?",70%,11.250000,9.742188,-1.733398,-15.421875,1.970703,141.250000
What key ethical principle underlies the initiatives for inclusive art education according to the document?,Inclusivity.,7.101562,13.820312,-2.302734,8.351562,-1.582031,149.125000
What is the new non-lethal management approach being advocated for controlling urban deer populations?,Immunocontraception.,16.093750,4.730469,-0.096497,-36.062500,0.900391,124.250000
"As of September 9, 2023, how many apps are there designed to boost cognitive function for older adults?",Thousands.,13.914062,7.644531,-1.405273,-25.796875,0.844238,142.750000
"According to the International Journal of Entrepreneurship published on December 10, 2023, what was the improvement percentage in network quality for SMEs engaging in online professional networks?",45%,12.226562,9.414062,-1.383789,-6.019531,0.508789,147.750000
What was the rate of growth in global audience engagement in the esports industry as reported by the SEIG since September 2023?,150%,14.226562,7.058594,-1.861328,-52.593750,-0.952637,121.812500
What percentage increase in the demand for cybersecurity professionals with expertise in AV systems was reported by TechTalent Institute?,30%.,11.093750,9.164062,-1.555664,-7.906250,-1.544922,143.625000
What percentage of jobs that will exist in 2030 have not yet been invented according to the Institute for Future Workforce Development report published in 2023?,85%,12.992188,8.210938,-1.616211,-23.984375,3.373047,135.000000
Which city will host the Hearthstone Masters Tour in 2024?,Paris.,11.406250,8.812500,-0.708008,-8.843750,-4.632812,148.875000
What percentage increase in attempted cyber intrusions has the financial sector witnessed as of October 2023 according to CyberGuard's report?,65%,11.937500,8.515625,-1.708984,-18.671875,-1.100586,139.125000
