question,answer,loss_before,logit_before,feat_before,logit_after,feat_after,euclid_drift
"The 2014 Vorarlberg state election was held on 21 September 2014 to elect the members of the Landtag of Vorarlberg. The Austrian People's Party (ÖVP) suffered substantial losses, and was deprived of its majority in the Landtag. The second-placed Freedom Party of Austria (FPÖ) and Social Democratic Party of Austria (SPÖ) retained their position with minor losses. The beneficiaries of the ÖVP's defeat were",2014,16.279175,0.880579,1.423677,-82.976814,0.849756,159.041153
"Blockupy is a movement protesting against austerity. The Blockupy alliance includes trade unions and Germany's Linkspartei.Representing grass-roots critics of supranational financial institutions such as the “troika”: the European Commission (EC), European Central Bank (ECB) and International Monetary Fund (IMF), its name is derived from the Occupy movement which sprang up in Wall Street in 2011.Organisers have verbally supported (since July 2015, former) Greek finance",Germany,24.818882,-2.307232,-1.040012,-49.987747,1.484994,145.785385
"The FATCA agreement is an international agreement signed between Canada and the United States that allows the implementation of the Foreign Account Tax Compliance Act (an Act of the U.S. Congress) in Canada. It is one of 30 intergovernmental agreements the US has concluded with other countries to implement the FATCA.FATCA requires United States persons, including individuals who live outside the United States, and",FATCA,16.114958,1.710162,2.958755,-72.680420,-0.599569,160.030563
"The 2014 Toronto FC season was the eighth season in club history. During the off-season, Toronto FC agreed to a one-year partnership with USL outfit Wilmington Hammerheads. Jackson, Justin Morrow, Dwayne De Rosario, Gilberto, Michael Bradley, Jermain Defoe, Bradley Orr, Collen Warner, Luke Moore, Dominic Oduro, Warren Creavalle and Júlio César came to Toronto. Toronto opened pre-season on January 24. Toronto will start the",2014,11.226276,7.597752,4.278478,-59.963886,-2.335677,159.905655
"March in March refers to a series of marches which were held around Australia on 15–16 March 2014, and in Canberra, the national capital, on 17 March 2014, a parliamentary sitting day. The marches were attended by at least eighty thousand people across Australia and were peaceful (The Sydney Morning Herald reported 112,000). Senator Scott Ludlam tabled the statement of no confidence in the",March,15.805561,1.008645,0.822877,-66.799393,0.982409,157.008438
"2013–2014 Atlantic winter storms in Europe were a series of winter storms affecting areas of Atlantic Europe and beyond. The French Atlantic coastal regions (chiefly Brittany), South West and Southern England, West Wales, Ireland, Spanish Atlantic coastal regions (particularly Galicia) were especially affected by a ""conveyor belt"" series of high-precipitation storms (mostly not exceptional for their winds) and by high tides. Many storms were",Europe,13.664265,2.885684,-2.843982,-90.955383,0.171868,152.675079
Conference of Western Balkan States was a 28 August 2014 conference of heads of states and governments of Western Balkans region initiated by German chancellor Angela Merkel. An idea for organization of conference came in light of the celebration of the 100th anniversary of the beginning of World War I. It is the first conference in this framework and organizers expressed their desire to,28,18.719364,0.225636,0.770168,-79.911232,-1.666091,143.704086
"2014 Kalbajar incident refers to the crossing of a small group of Azerbaijanis into Kalbajar district, their subsequent capture and conviction for murder and sabotage by the Republic of Artsakh. In July 2014, three ethnic Azerbaijanis crossed Nagorno-Karabakh Line of Contact in to Kalbajar District, then controlled by breakaway Republic of Artsakh forces. This was followed by disappearance of 17-year-old local Smbat Tsakanyan who",2014,17.033705,2.839682,-0.932655,-80.894806,-0.812030,161.166672
"Art Buff is a graffiti artwork by Banksy which was created in Folkestone in 2014, Banksy announcing it as ""part of the Folkestone triennial. Kind of"". The work depicts a woman wearing headphones and staring at a plinth, upon which rests a patch of painted-out graffiti. The name of the piece is a play on words, ""buff"" being a slang term for the painting",Banksy,15.642159,1.052971,3.040385,-76.706055,-3.528409,157.215042
"The 23rd Actors and Actresses Union Awards ceremony was held on 10 March 2014 at the Teatro Coliseum in Madrid. The gala was hosted by Llum Barrera and Secun de la Rosa.In addition to the competitive awards, Carmen Pitillas, Dolores Ramírez, Delia Mateos and Pilar Vázquez (the promoters of the grassroots platform that managed to avoid the closure of the Renoir cinemas in Majadahonda)",Madrid,16.281313,2.515651,0.590768,-53.765148,0.584058,157.182571
"Breck David Lafave Bednar (17 March 1999 – 17 February 2014) was an English teenager of American descent from Caterham, Surrey, who was murdered by 18-year-old Lewis Daynes on 17 February 2014, at Daynes' flat in Grays, Essex. Bednar knew Daynes only through online gaming, and had never met him in person until he visited Daynes' flat on the day of the murder. Daynes",English,20.279673,-1.215669,-1.497238,-93.398048,0.460614,157.670349
"2014 Commonwealth of Independent States Cup was the 22nd annual Commonwealth of Independent States Cup since its establishment in 1993. It was hosted in Saint Petersburg, Russia between 24 January and 2 February 2014. Saint Petersburg hosted the event for the fifth time, with all matches being held in a single venue (Saint Petersburg Sports and Concert Complex). All participating nations were represented by",2014,17.323622,0.253581,4.006215,-74.795319,-0.673995,160.311554
"The war on terror, officially the Global War on Terrorism (GWOT), is a global counterterrorism military campaign initiated by the United States following the September 11 attacks and is also the most recent global conflict spanning multiple wars. The main targets of the campaign were militant Islamist and Salafi jihadist armed organisations such as Al-Qaeda, the Islamic State, and their international affiliates, which were",Islamist,16.869593,1.068151,-0.401215,-76.185440,3.517999,164.036667
"Hamas, the governing authority in the Gaza Strip, has constructed a sophisticated network of military tunnels since it seized control of the Strip in 2007. The tunnel system branches beneath many Gazan towns and cities, such as Khan Yunis, Jabalia and the Shati refugee camp. The internal tunnels, running some dozens of kilometres within the Gaza Strip, have several functions. Hamas uses the tunnels",Hamas,18.633287,3.812141,-0.072239,-72.328140,5.516846,159.627579
"From July 8 to August 26, 2014, another conflict between Israel and Gaza escalated and led to the outbreak of a war between Israel and Gaza. Between 2,127- 2,168 Gazans were killed, including 578 children. The Gaza Health Ministry reported more than 70% of the victims were civilians whilst Israel reported that 55% of the dead were civilians. On the Israeli side 66 soldiers",Israel,14.719089,7.483629,2.247996,-70.535713,3.174586,166.276169
"A by-election was held in the Cook Islands electorate of Murienua on 19 February 2014. The by-election was precipitated by the resignation of the winner of the 2013 Murienua by-election following allegations of election fraud.Both candidates in the 2013 by-election indicated that they would run again. A ""stand-in"" candidate for the Cook Islands Party, Tare Mareiti, subsequently withdrew. The election was won by the",Murienua,14.454050,1.016982,1.462503,-75.211052,-0.296345,163.591370
"The United States–Africa Leaders Summit 2014 was an international summit held in Washington D.C. from August 4–6, 2014. Leaders from fifty African states attended the three-day summit, which was hosted by U.S. President Barack Obama. The summit primarily focused on trade, investment and security of the continent. Leaders from 50 of the 54 existing African sovereign nations were invited to attend. After the summit,",fifty,15.641054,1.055795,1.705584,-80.566780,-0.698691,163.544449
"The 2014 Tokyo gubernatorial election took place on February 9, 2014 to replace outgoing Governor Naoki Inose, who resigned effective December 24, 2013. Yōichi Masuzoe was declared the winner in exit polling, with a substantial lead over the fifteen other candidates. His final tally was 2,112,979 votes (42.86%), with his two closest competitors Morihiro Hosokawa and Kenji Utsunomiya failing to break the 20% mark.",2014,14.574116,3.069864,2.443811,-66.614090,-1.921462,162.938507
"Election to the 6th convocation of the Moscow City Duma took place on the United Voting Day on September 14, 2014. The elections were held in full by the majority system, 45 deputies were elected in 45 single-member constituencies (previously there were 35 deputies in the Duma) out of 258 candidates. The term of the new Duma will be five years. The elections were",6th,17.602594,0.450000,0.412243,-66.917526,-1.435976,158.271652
"The Abkhazian Revolution took place in 2014, when President Aleksandr Ankvab resigned after hundreds of demonstrators stormed his office. After mass protests in the capital Sukhumi and the occupation of his office on 27 May, Ankvab fled to his hometown of Gudauta and ultimately resigned on 1 June, after previously denouncing the demonstration as an attempted coup d'état.The uprising was attributed to public anger",2014,19.554773,2.775804,-0.588422,-70.520546,-0.929524,165.885727
"Organizations from around the world responded to the West African Ebola virus epidemic. In July 2014, the World Health Organization (WHO) convened an emergency meeting with health ministers from eleven countries and announced collaboration on a strategy to co-ordinate technical support to combat the epidemic. In August, they declared the outbreak an international public health emergency and published a roadmap to guide and coordinate",eleven,19.398409,-1.145983,2.160399,-96.713333,1.362262,158.022552
"Berkin Elvan (5 January 1999 – 11 March 2014) was a 15-year-old boy who was hit on the head by a tear-gas canister fired by a police officer in Istanbul during the June 2013 anti-government protests in Turkey. He died on March 11, 2014. Lawyers representing the family said Elvan's condition worsened over the last week of his life, with his weight dropping to",15-year-old,16.071655,3.723210,1.249558,-43.842094,-0.592928,151.446701
"The 2014 Channel O Music Video Awards took place on 29 November 2014 at the Nasrec Expo Centre in Soweto. Nominees were announced on 4 September. Cassper Nyovest, K.O and Davido led the nominations with 5 each. DJ Clock's hit song ""Pluto"", which features the singing trio Beatenberg, followed with 4. AKA and Uhuru both received three nominations apiece. Cassper Nyovest and Diamond Platnumz",2014,18.205532,0.730278,2.473050,-60.624077,-2.012743,164.868622
"A terrorist ramming attack occurred on 4 August 2014, when a man drove an excavator type of tractor out of a construction site, injuring several pedestrians and killing one man before ramming the tractor into a public bus, overturning the bus and then hitting it repeatedly. The terrorist was shot dead at the scene by a police officer while still seated at the wheel",one,24.835537,-1.187392,2.368830,-47.878464,-0.352580,170.239517
"The Chinese Golf Factory Workers Strike for Essential Rights was a strike that happened in Shenzhen, China. On July 21, 2014, approximately 300 Chinese workers at China Qilitian Golf Articles (QLT), in Shenzhen, China, marched in a strike to obtain their essential rights as factory workers. One of the prominent leaders of the strike was Qi Jianguang, a 26-year-old man who worked at the",Shenzhen,16.209202,0.758398,0.005408,-55.207733,-0.797572,159.702011
"In the afternoon of January 21, 2014, the Chinese internet suffered a major failure. The country's DNS infrastructure, which is responsible for translating domain names into IP addresses, started directing unrelated domains from various TLDs to the completely unresponsive IP address 65.49.2.178 at 15:10 (UTC+8). As a result, two-thirds of all domestic websites became non-functional, including such high-traffic sites as Baidu and Sina.It is",Chinese,18.353359,0.360517,1.237550,-62.688820,-2.503110,156.941437
"2014 Kunar Offensive refers to a 2014 armed conflict of the War in Afghanistan, between the Afghan Army and a terrorist group, Tehrik-i-Taliban Pakistan (TTP). It occurred in the Dangam district of eastern Kunar province, in Afghanistan bordering on Pakistan.The offensive was launched by the Afghan Army on 22 December 2014 after Kunar province had been the site of armed clashes since 12 December",2014,7.513421,13.408920,0.525069,-46.608261,-0.429769,157.547958
"The 2014 Wales Summit of the North Atlantic Treaty Organization (NATO) was a meeting of the heads of state and heads of government of the NATO countries, held in Newport, Wales on 4 and 5 September 2014. Such summits are sporadically held and allow leaders and officials from NATO Allies to discuss current issues of mutual concern and to plan strategic activities. The 2014",NATO,12.242599,6.619138,2.707509,-75.462013,0.785996,160.094910
"Japanese whaling, in terms of active hunting of whales, is estimated by the Japan Whaling Association to have begun around the 12th century. However, Japanese whaling on an industrial scale began around the 1890s when Japan started to participate in the modern whaling industry, at that time an industry in which many countries participated. Japan resumed commercial whaling in July 2019, and since then",Japanese,12.600976,5.176820,0.371895,-86.865997,1.246716,155.216827
"In 2014, two explosions of ammunition depots occurred in Vrbětice of Vlachovice) in the Zlín District of the Czech Republic. The first explosion occurred on 16 October, and the second on 3 December. Two people were killed in the first explosion. The cleaning of unexploded ammunition left by the blasts ended on 13 October 2020. According to the Security Information Service and the Police",2014,20.740082,-3.510309,1.638850,-78.234650,2.531956,161.257721
"General elections were held in Bosnia and Herzegovina on 12 October 2014. They decided the makeup of Bosnia and Herzegovina's Presidency as well as national, entity, and cantonal governments. Voter turnout was 54.4%.The elections for the House of Representatives were divided into two; one for the Federation of Bosnia and Herzegovina and one for Republika Srpska. In the presidential election, voters in the Federation",54.4%.The,19.427832,-0.028655,-0.609225,-71.916519,-1.151140,162.536713
"Presidential elections were held in Egypt between 26 and 28 May 2014. There were only two candidates, former Egyptian defence minister Abdel Fattah el-Sisi and Egyptian Popular Current candidate Hamdeen Sabahi. El-Sisi won the election in a landslide victory, having received 97% of votes. Before announcing his candidacy in the election, el-Sisi, who as Defence Minister also served as Commander-in-Chief of the Egyptian Armed",Egypt,26.676962,-0.863172,1.628271,-53.401371,0.255501,170.682220
"The March 2014 nor'easter was an extremely powerful extratropical cyclone that affected much of U.S. Gulf Coast, the eastern United States, eastern Canada, and Greenland. It was the most powerful winter storm of the 2013–14 North American winter storm season, being an unusually large winter storm as well, with its gale-force wind field becoming four times larger than that of Hurricane Sandy's extratropical remnant.",Canada,16.976501,0.081070,1.089514,-58.447124,-3.632734,165.248245
"Simon Hall (1977 or 1978 – 23 February 2014) was a British murderer who was wrongly helped by 'miscarriage of justice' campaigners, only for him to go on to confess to the murder he was convicted of and prove he was rightly convicted. Hall stabbed 79-year-old pensioner Joan Albert to death in her home in Capel St Mary, Suffolk in 2001, and was convicted",1978,22.644669,0.007048,-0.094877,-62.194099,-2.671968,171.076935
"The Istanbul mayoral elections of 2014 were held on 30 March 2014, as part of the local elections taking place throughout Turkey on the same day. The Metropolitan Mayor of Istanbul as well as the district mayors of the 39 districts of Istanbul were elected, along with municipal councillors for each district municipality. The metropolitan municipality race was one of the most high-profile and",Istanbul,18.339659,-0.611222,-3.296321,-67.979073,0.207545,162.045822
"Talking Statues is a project created initially in 2013 by David Peter Fox in Copenhagen, Denmark involving pre-recorded voiceovers accompanying various statues available in a smartphone app. The statue of Hans Christian Andersen in the King's Garden in Copenhagen was the first talking statue in the world. Later the idea was applied in Helsinki, New York, London, San Diego, Chicago, Vilnius, Parma, Dublin, Berlin,",2013,16.796602,-0.492531,-0.762631,-71.615906,-1.661385,153.781952
"The 6th BRICS summit was the sixth annual diplomatic meeting of the BRICS, a grouping of major emerging economies that includes Brazil, Russia, India, China and South Africa. It was hosted by Brazil, as the first host country of the current five-year summit cycle; the host city was Fortaleza. Though Brazil had previously hosted a four-member BRIC summit in April 2010, 2014 marked its",6th,19.660015,0.769487,2.205625,-53.996746,-3.352156,158.719574
"William Tyrrell (born 26 June 2011) is an Australian boy who disappeared at the age of three from Kendall, New South Wales, on 12 September 2014. He had been playing at his foster grandmother's house with his sister, and was wearing a Spider-Man suit at the time of his disappearance. For the first seven years of the investigation, Tyrrell was believed to have been",Australian,22.149702,-2.739763,-2.042156,-66.420151,-3.519522,165.164124
"During the ongoing Russo-Ukrainian War between the Ukrainian government forces and pro-Russian separatists in the Donbas region of Ukraine that began in April 2014, many international organisations and states noted a deteriorating humanitarian situation in the conflict zone. A May 2014 report by the United Nations said there had been an ""alarming deterioration"" in human rights in territory held by Russian separatists affiliated with",Ukrainian,14.220577,4.327570,-0.974016,-64.536278,-2.452668,161.288681
"On the morning of 18 September 2014, police in Australia carried out the biggest counter-terrorism operation in the nation's history, with over 800 heavily armed officers targeting households in the cities of Sydney and Brisbane. It came days after the Australian government raised the terror threat from medium to high due to concerns about Australian citizens returning to the country after fighting with the",Australia,18.035410,0.007669,-4.346778,-53.597729,-2.633777,165.008438
"The 45th Pacific Islands Forum was held from 29 July to 1 August 2014 in Palau. The forum's official opening was held in the capital Ngerulmud, in Melekeok State, but the majority of events were held in Koror, Palau's largest city and former capital. The official theme of the meeting was ""The Ocean: Life & Future"". Topics under discussion include climate change, commercial fishing,",45th,17.788984,-1.759766,1.354635,-71.032761,0.072082,157.379227
"On August 12, 2014 a magnitude 5.1 earthquake struck Ecuador 22 km (14 mi) west-southwest of Cayambe at a depth of 11.9 km (7.4 mi). The earthquake shook Ecuador's capital Quito 32 km (20 mi), causing large dust clouds and prompting the temporary shutdown of Quito's Mariscal Sucre International Airport. The earthquake killed at least 4 people including two men who were buried by",5.1,19.464725,-1.687947,2.137834,-66.096001,-3.671424,162.543961
"Operation Car Wash (Portuguese: Operação Lava Jato) was a criminal investigation by the Federal Police of Brazil's Curitiba branch. It began in March 2014 and was initially headed by investigative judge Sérgio Moro, and in 2019 by Judge Luiz Antônio Bonat. It has resulted in more than a thousand warrants of various types. According to the Operation Car Wash task force, investigations implicate administrative",Portuguese,13.796026,2.271785,2.001122,-66.734467,1.938669,153.717438
"Euromaidan (; Ukrainian: Євромайдан, romanized: Yevromaidan, lit. 'Euro Square', IPA: [jeu̯romɐjˈdɑn]), or the Maidan Uprising, was a wave of demonstrations and civil unrest in Ukraine, which began on 21 November 2013 with large protests in Maidan Nezalezhnosti (Independence Square) in Kyiv. The protests were sparked by President Viktor Yanukovych's sudden decision not to sign the European Union–Ukraine Association Agreement, instead choosing closer ties to",Euromaidan,15.928113,4.192572,-1.015345,-73.691559,-0.510575,161.628052
"The 2014 Vrancea earthquake struck Vrancea County on 22 November 2014 at 21:14:17 local time, with a moment magnitude of 5.7. The earthquake occurred at a depth of 39 kilometers and lasted for thirty seconds. On the Mercalli scale the quake registered an intensity of VI (Strong).The earthquake was felt in northern Bulgaria and the Moldovan city of Chișinău. Towns located near the epicenter",2014,19.146492,0.481714,-0.521516,-72.995079,-1.801384,165.035324
"The 2014 Gorni Lom explosions were a series of explosions that began on the afternoon of October 1, 2014, at 16:59 pm local time at the former Midzhur Ammo Plant in the village of Gorni Lom, in Bulgaria's northwestern Vidin Province. The series of blasts completely destroyed the factory, killing 13 men and 2 women who were inside and injuring 3 others who were",Bulgaria,18.514874,1.085034,-1.050503,-82.362854,0.071928,162.654114
